event_timestamp,AgentWaiting,CallsInQueue,AgentsOnCall,SL,Abandon,LongQueueTime,clientId
2019-12-02T12:57:00,190,0,160,75,3,3718,testClientOne
2019-12-05T00:32:00,131,0,219,91,6,17590,testClientOne
2019-12-01T21:36:00,171,0,179,57,4,12509,testClientOne
2019-12-04T00:22:00,284,0,66,54,7,10980,testClientOne
2019-12-02T12:46:00,176,0,174,96,10,467,testClientOne
2019-12-04T09:52:00,306,0,44,100,15,16498,testClientOne
2019-12-04T09:54:00,212,0,138,55,3,16190,testClientOne
2019-12-06T00:10:00,287,0,63,69,11,9953,testClientOne
2019-12-04T09:53:00,213,0,137,70,10,6674,testClientOne
2019-11-30T22:38:00,5,0,345,74,4,12478,testClientOne
2019-12-01T21:51:00,17,0,333,85,11,8279,testClientOne
2019-11-30T23:05:00,338,0,12,65,11,15754,testClientOne
2019-12-07T23:23:00,26,0,324,70,4,3902,testClientOne
2019-12-07T23:27:00,176,0,174,54,7,9556,testClientOne
2019-12-01T21:45:00,166,0,184,67,15,9127,testClientOne
2019-11-30T22:58:00,229,0,121,90,9,15593,testClientOne
2019-12-02T12:34:00,216,0,134,97,14,3664,testClientOne
2019-12-02T12:38:00,9,0,341,62,0,8616,testClientOne
2019-12-02T21:51:00,91,0,259,69,13,1669,testClientOne
2019-12-04T11:27:00,83,0,267,98,1,1998,testClientOne
2019-12-05T11:29:00,169,0,181,86,14,15676,testClientOne
2019-12-07T22:41:00,155,0,195,62,4,7057,testClientOne
2019-12-01T20:49:00,237,0,113,93,11,11606,testClientOne
2019-12-01T21:26:00,136,0,214,55,7,12951,testClientOne
2019-12-02T21:07:00,135,0,215,95,8,6377,testClientOne
2019-12-05T21:09:00,34,0,316,81,6,12820,testClientOne
2019-12-02T11:44:00,287,0,63,90,15,9281,testClientOne
2019-12-04T09:42:00,235,0,115,76,1,12791,testClientOne
2019-12-02T21:25:00,105,0,245,81,4,3426,testClientOne
2019-12-02T12:47:00,299,0,51,81,13,16904,testClientOne
2019-12-05T00:10:00,253,0,97,52,15,6927,testClientOne
2019-12-04T00:24:00,32,0,318,53,6,3156,testClientOne
2019-12-04T21:25:00,108,0,242,60,4,8431,testClientOne
2019-12-02T10:01:00,105,0,245,77,8,7314,testClientOne
2019-12-02T21:10:00,273,0,77,93,13,10390,testClientOne
2019-12-04T20:18:00,166,0,184,50,1,9048,testClientOne
2019-12-03T21:50:00,27,0,323,99,4,19891,testClientOne
2019-12-04T10:28:00,150,0,200,75,15,10829,testClientOne
2019-12-05T00:35:00,297,0,53,58,10,13747,testClientOne
2019-12-06T00:02:00,74,0,276,72,15,12251,testClientOne
2019-12-02T12:49:00,23,0,327,73,3,18466,testClientOne
2019-12-05T00:33:00,259,0,91,91,1,13494,testClientOne
2019-12-04T00:29:00,63,0,287,52,11,13044,testClientOne
2019-12-04T00:46:00,72,0,278,52,5,6491,testClientOne
2019-12-02T21:09:00,30,0,320,85,12,14453,testClientOne
2019-12-04T09:51:00,107,0,243,97,10,2821,testClientOne
2019-12-01T21:27:00,133,0,217,94,1,10924,testClientOne
2019-12-04T09:55:00,197,0,153,84,14,22,testClientOne
2019-12-07T22:40:00,179,0,171,66,3,11722,testClientOne
2019-12-01T21:42:00,293,0,57,76,3,19761,testClientOne
2019-12-02T20:47:00,175,0,175,56,10,16269,testClientOne
2019-12-03T20:13:00,321,0,29,100,13,17208,testClientOne
2019-12-04T22:37:00,70,0,280,50,5,14841,testClientOne
2019-12-05T00:37:00,105,0,245,54,0,3594,testClientOne
2019-12-07T23:21:00,220,0,130,94,10,392,testClientOne
2019-12-02T12:50:00,11,0,339,96,0,6165,testClientOne
2019-12-07T23:05:00,202,0,148,92,11,5746,testClientOne
2019-12-02T13:04:00,208,0,142,67,15,6884,testClientOne
2019-12-07T22:43:00,282,0,68,51,10,19094,testClientOne
2019-12-04T00:04:00,195,0,155,99,12,4588,testClientOne
2019-12-02T21:06:00,95,0,255,89,3,3375,testClientOne
2019-12-02T21:19:00,208,0,142,95,10,11645,testClientOne
2019-12-02T21:28:00,281,0,69,95,7,7811,testClientOne
2019-12-01T21:18:00,262,0,88,90,1,7355,testClientOne
2019-12-07T22:50:00,173,0,177,68,13,1619,testClientOne
2019-12-04T11:07:00,341,0,9,94,0,3539,testClientOne
2019-12-02T15:49:00,241,0,109,72,3,15829,testClientOne
2019-12-04T00:30:00,324,0,26,72,0,11617,testClientOne
2019-12-07T21:18:00,231,0,119,75,10,18356,testClientOne
2019-12-02T13:03:00,83,0,267,88,9,16565,testClientOne
2019-12-02T21:57:00,306,0,44,79,9,11563,testClientOne
2019-12-04T22:00:00,343,0,7,95,2,19516,testClientOne
2019-12-05T10:56:00,130,0,220,85,14,3777,testClientOne
2019-12-07T22:49:00,58,0,292,64,13,11719,testClientOne
2019-12-02T12:58:00,33,0,317,67,4,12653,testClientOne
2019-12-03T20:09:00,219,0,131,75,9,5436,testClientOne
2019-12-02T12:52:00,163,0,187,74,3,3285,testClientOne
2019-12-02T20:59:00,164,0,186,71,15,18200,testClientOne
2019-12-04T09:43:00,70,0,280,69,12,3523,testClientOne
2019-12-01T21:16:00,52,0,298,54,9,10048,testClientOne
2019-12-02T21:08:00,0,68,350,63,2,7263,testClientOne
2019-12-02T12:39:00,78,0,272,57,9,11625,testClientOne
2019-12-02T20:58:00,274,0,76,73,11,16456,testClientOne
2019-12-04T09:37:00,205,0,145,90,1,17713,testClientOne
2019-12-03T20:14:00,171,0,179,62,4,17577,testClientOne
2019-12-04T09:57:00,312,0,38,55,8,721,testClientOne
2019-12-05T21:11:00,78,0,272,78,5,4498,testClientOne
2019-12-04T00:43:00,65,0,285,93,14,7730,testClientOne
2019-12-04T22:26:00,111,0,239,55,15,2641,testClientOne
2019-12-05T11:21:00,57,0,293,52,10,14116,testClientOne
2019-12-05T23:18:00,256,0,94,82,13,2683,testClientOne
2019-12-08T21:16:00,230,0,120,70,2,13635,testClientOne
2019-12-02T21:18:00,29,0,321,50,15,16552,testClientOne
2019-12-02T12:56:00,49,0,301,84,7,7474,testClientOne
2019-12-02T21:26:00,194,0,156,65,6,2534,testClientOne
2019-12-02T15:52:00,146,0,204,85,5,16099,testClientOne
2019-12-04T21:44:00,212,0,138,61,1,16908,testClientOne
2019-12-02T21:12:00,77,0,273,60,5,1985,testClientOne
2019-12-03T10:11:00,266,0,84,82,12,3123,testClientOne
2019-12-08T00:05:00,217,0,133,53,1,16708,testClientOne
2019-12-02T21:17:00,80,0,270,82,8,7861,testClientOne
2019-12-02T21:00:00,96,0,254,76,8,7060,testClientOne
2019-12-05T21:10:00,102,0,248,87,13,19835,testClientOne
2019-12-07T23:29:00,85,0,265,81,2,130,testClientOne
2019-12-02T10:03:00,230,0,120,95,9,19918,testClientOne
2019-12-02T20:15:00,343,0,7,54,15,18355,testClientOne
2019-12-04T09:38:00,273,0,77,75,7,8595,testClientOne
2019-12-05T00:31:00,167,0,183,92,11,18077,testClientOne
2019-12-04T00:34:00,91,0,259,72,3,6222,testClientOne
2019-12-01T20:44:00,262,0,88,88,6,1312,testClientOne
2019-12-02T21:04:00,307,0,43,64,6,12350,testClientOne
2019-12-04T21:11:00,209,0,141,64,8,7432,testClientOne
2019-12-05T11:32:00,216,0,134,98,15,9760,testClientOne
2019-12-06T00:25:00,48,0,302,51,5,13645,testClientOne
2019-12-02T20:19:00,29,0,321,63,9,9818,testClientOne
2019-12-04T22:54:00,204,0,146,96,6,10630,testClientOne
2019-12-05T11:26:00,8,0,342,86,7,9520,testClientOne
2019-12-05T00:36:00,321,0,29,56,6,5899,testClientOne
2019-12-02T12:54:00,48,0,302,53,9,15032,testClientOne
2019-12-05T21:04:00,32,0,318,94,12,4897,testClientOne
2019-12-06T00:44:00,247,0,103,71,0,331,testClientOne
2019-12-09T23:28:00,201,0,149,93,15,12554,testClientOne
